content_type,category,reaction_type,new_datetime,Score
photo,"healthy eating",peeking,2020-12-22,35
photo,"healthy eating","super love",2021-03-25,75
photo,"healthy eating",indifferent,2020-08-26,20
photo,"healthy eating",worried,2020-12-07,12
photo,"healthy eating",adore,2021-04-02,72
photo,"healthy eating",dislike,2021-04-23,10
photo,"healthy eating",worried,2020-12-23,12
video,food,intrigued,2020-09-03,45
video,food,indifferent,2021-03-09,20
video,food,want,2020-12-17,70
video,food,cherish,2020-10-11,70
video,food,cherish,2020-11-23,70
video,food,cherish,2021-03-25,70
video,food,dislike,2020-09-09,10
video,food,love,2021-05-10,65
video,food,adore,2020-10-09,72
video,food,indifferent,2020-09-01,20
video,food,intrigued,2020-09-22,45
video,food,heart,2020-12-11,60
video,food,peeking,2021-05-25,35
video,food,love,2020-11-18,65
video,food,indifferent,2021-06-01,20
video,food,worried,2020-08-17,12
video,food,love,2021-03-09,65
video,food,like,2020-12-11,50
video,food,love,2021-02-23,65
video,food,dislike,2020-10-02,10
video,food,hate,2021-04-14,5
video,food,indifferent,2020-11-11,20
video,food,worried,2021-03-02,12
video,dogs,heart,2020-10-18,60
video,dogs,peeking,2020-12-07,35
video,dogs,dislike,2020-09-12,10
video,dogs,scared,2021-06-08,15
video,dogs,hate,2021-04-17,5
video,dogs,interested,2021-01-30,30
video,dogs,cherish,2020-11-27,70
video,dogs,love,2021-01-27,65
video,dogs,indifferent,2020-08-03,20
video,dogs,indifferent,2020-06-30,20
video,dogs,want,2020-11-25,70
video,dogs,heart,2021-01-30,60
video,dogs,heart,2020-09-17,60
video,dogs,"super love",2021-02-15,75
video,dogs,adore,2020-09-21,72
video,dogs,worried,2021-06-07,12
video,dogs,hate,2020-08-17,5
video,dogs,hate,2020-12-20,5
video,dogs,"super love",2021-02-15,75
video,dogs,like,2020-11-16,50
video,dogs,like,2020-11-06,50
video,dogs,indifferent,2021-05-23,20
video,dogs,scared,2020-10-07,15
video,dogs,want,2020-09-01,70
video,dogs,heart,2021-03-17,60
video,dogs,adore,2020-06-24,72
video,dogs,cherish,2020-07-20,70
video,dogs,love,2020-12-25,65
video,dogs,"super love",2020-11-08,75
video,dogs,indifferent,2021-02-18,20
video,dogs,like,2021-02-01,50
audio,studying,intrigued,2020-09-09,45
audio,studying,intrigued,2020-07-05,45
audio,studying,hate,2021-04-07,5
video,cooking,dislike,2020-10-22,10
video,cooking,adore,2021-03-10,72
video,cooking,worried,2020-12-28,12
video,cooking,hate,2021-05-19,5
video,cooking,adore,2021-05-04,72
video,cooking,hate,2020-12-26,5
video,cooking,worried,2021-01-23,12
video,cooking,intrigued,2020-09-23,45
video,cooking,interested,2020-11-03,30
video,cooking,"super love",2020-09-02,75
video,cooking,dislike,2020-12-11,10
video,cooking,heart,2021-01-14,60
video,cooking,"super love",2020-10-16,75
video,cooking,dislike,2021-02-03,10
video,cooking,worried,2020-12-15,12
video,cooking,dislike,2020-10-10,10
video,cooking,heart,2021-03-23,60
video,cooking,heart,2021-05-30,60
video,cooking,indifferent,2020-07-24,20
video,cooking,hate,2021-02-05,5
video,cooking,interested,2021-02-09,30
video,cooking,adore,2020-10-04,72
video,cooking,intrigued,2021-01-15,45
video,cooking,interested,2020-06-24,30
video,cooking,indifferent,2020-07-02,20
video,cooking,hate,2021-02-16,5
video,cooking,like,2021-01-01,50
video,cooking,heart,2021-04-16,60
audio,food,dislike,2020-06-22,10
audio,food,like,2021-03-07,50
audio,food,intrigued,2021-06-13,45
audio,food,worried,2020-11-29,12
audio,food,hate,2020-09-16,5
audio,food,peeking,2021-01-25,35
audio,food,peeking,2020-08-05,35
audio,food,interested,2020-08-13,30
audio,food,intrigued,2020-10-21,45
audio,food,peeking,2020-08-13,35
audio,food,cherish,2021-01-03,70
audio,food,hate,2020-11-11,5
audio,food,"super love",2021-01-30,75
audio,food,scared,2021-03-25,15
audio,food,interested,2020-08-26,30
audio,food,want,2021-02-28,70
audio,food,hate,2020-07-10,5
audio,food,scared,2020-08-18,15
audio,food,dislike,2020-07-22,10
audio,food,cherish,2020-10-15,70
audio,food,interested,2020-10-22,30
audio,food,worried,2020-07-04,12
audio,food,"super love",2020-08-12,75
audio,food,hate,2020-12-12,5
audio,food,love,2021-03-27,65
audio,food,intrigued,2021-04-18,45
audio,food,peeking,2020-11-29,35
audio,food,worried,2020-07-17,12
audio,food,want,2020-10-01,70
audio,food,hate,2021-06-04,5
audio,food,cherish,2020-11-22,70
audio,food,worried,2020-11-01,12
audio,food,like,2020-08-02,50
audio,food,intrigued,2020-11-12,45
audio,food,love,2021-01-25,65
audio,food,hate,2021-02-12,5
audio,food,want,2020-08-18,70
GIF,Animals,cherish,2021-03-12,70
GIF,Animals,intrigued,2020-10-17,45
GIF,Animals,like,2020-12-19,50
GIF,Animals,love,2021-05-31,65
GIF,Animals,hate,2020-12-27,5
GIF,Animals,scared,2021-05-24,15
GIF,Animals,hate,2021-01-19,5
GIF,Animals,cherish,2021-03-02,70
GIF,Animals,adore,2021-02-12,72
photo,technology,scared,2021-02-26,15
photo,technology,heart,2021-05-30,60
photo,technology,scared,2021-02-24,15
photo,technology,love,2021-01-08,65
photo,technology,interested,2020-10-13,30
photo,technology,heart,2020-07-08,60
photo,technology,adore,2021-02-16,72
photo,technology,hate,2020-12-25,5
photo,technology,adore,2020-11-04,72
photo,technology,peeking,2020-11-22,35
photo,technology,cherish,2020-09-07,70
photo,technology,scared,2021-06-05,15
photo,technology,hate,2020-12-27,5
photo,technology,intrigued,2020-09-25,45
photo,technology,adore,2020-08-04,72
photo,technology,dislike,2021-03-18,10
photo,technology,like,2020-09-30,50
photo,technology,scared,2020-08-21,15
GIF,"healthy eating",intrigued,2020-10-19,45
GIF,"healthy eating",adore,2020-10-27,72
GIF,"healthy eating",scared,2021-02-05,15
GIF,"healthy eating",intrigued,2021-03-12,45
GIF,"healthy eating",heart,2020-10-17,60
GIF,"healthy eating",worried,2021-05-22,12
GIF,"healthy eating",indifferent,2020-06-24,20
GIF,"healthy eating","super love",2021-03-13,75
GIF,"healthy eating",peeking,2021-02-07,35
GIF,"healthy eating",interested,2020-12-13,30
GIF,"healthy eating",worried,2021-03-11,12
GIF,"healthy eating",peeking,2020-12-12,35
GIF,"healthy eating",adore,2020-12-23,72
GIF,"healthy eating",love,2021-02-03,65
GIF,"healthy eating",cherish,2020-09-01,70
GIF,"healthy eating",dislike,2020-09-21,10
GIF,"healthy eating",want,2021-04-16,70
GIF,"healthy eating","super love",2020-11-12,75
GIF,"healthy eating",cherish,2020-09-18,70
GIF,"healthy eating",adore,2020-07-25,72
GIF,"healthy eating","super love",2021-04-12,75
GIF,"healthy eating",like,2020-07-11,50
GIF,"healthy eating",like,2020-12-28,50
GIF,"healthy eating",want,2020-08-10,70
GIF,"healthy eating",worried,2021-03-08,12
GIF,"healthy eating",adore,2020-11-28,72
GIF,"healthy eating",adore,2021-04-20,72
GIF,"healthy eating",indifferent,2021-01-18,20
GIF,"healthy eating",scared,2021-02-01,15
GIF,"healthy eating",like,2021-03-14,50
GIF,"healthy eating",peeking,2021-06-17,35
GIF,"healthy eating",interested,2020-09-26,30
GIF,"healthy eating",scared,2021-02-17,15
GIF,"healthy eating",heart,2021-03-26,60
GIF,"healthy eating","super love",2020-06-24,75
GIF,"healthy eating",hate,2021-01-13,5
GIF,"healthy eating",intrigued,2021-01-26,45
GIF,"healthy eating",worried,2021-01-08,12
GIF,"healthy eating",adore,2021-05-13,72
GIF,"healthy eating",dislike,2021-04-05,10
GIF,"healthy eating",interested,2021-04-28,30
GIF,"healthy eating",want,2021-01-20,70
audio,animals,cherish,2021-04-18,70
audio,animals,indifferent,2021-05-25,20
audio,animals,dislike,2021-04-13,10
audio,animals,heart,2020-09-07,60
audio,animals,indifferent,2021-04-30,20
audio,animals,heart,2021-04-24,60
audio,animals,interested,2020-07-26,30
audio,animals,adore,2020-09-06,72
audio,animals,peeking,2020-07-26,35
audio,animals,like,2020-07-26,50
audio,animals,dislike,2020-12-07,10
audio,animals,dislike,2021-05-03,10
audio,animals,love,2021-02-19,65
audio,animals,indifferent,2021-01-27,20
audio,animals,cherish,2020-11-14,70
audio,animals,worried,2020-07-06,12
audio,animals,cherish,2020-08-16,70
audio,animals,hate,2021-01-22,5
audio,animals,want,2020-10-05,70
audio,animals,like,2021-02-16,50
audio,animals,intrigued,2020-10-14,45
audio,animals,scared,2020-10-30,15
audio,animals,interested,2021-01-04,30
audio,animals,dislike,2020-10-19,10
GIF,technology,hate,2020-11-11,5
audio,fitness,like,2021-01-06,50
audio,fitness,interested,2020-08-14,30
audio,fitness,"super love",2020-10-23,75
audio,fitness,like,2021-01-04,50
audio,fitness,interested,2021-01-06,30
audio,fitness,adore,2020-10-14,72
audio,fitness,peeking,2020-06-22,35
audio,fitness,dislike,2021-03-21,10
audio,fitness,want,2020-10-01,70
audio,fitness,worried,2020-11-13,12
audio,fitness,like,2021-06-13,50
audio,fitness,worried,2021-01-07,12
audio,fitness,peeking,2020-07-23,35
audio,fitness,like,2021-04-17,50
audio,fitness,adore,2021-04-23,72
audio,fitness,heart,2020-10-30,60
audio,fitness,scared,2020-08-17,15
audio,fitness,like,2020-09-27,50
audio,fitness,adore,2021-04-23,72
audio,fitness,peeking,2021-03-23,35
audio,fitness,indifferent,2020-12-30,20
audio,fitness,intrigued,2020-07-30,45
audio,fitness,adore,2020-10-05,72
audio,fitness,hate,2020-07-17,5
audio,animals,worried,2020-07-29,12
audio,animals,hate,2020-07-15,5
audio,animals,dislike,2020-09-20,10
audio,animals,"super love",2020-10-10,75
audio,animals,like,2020-12-26,50
audio,animals,interested,2020-10-31,30
audio,animals,interested,2020-09-21,30
audio,animals,interested,2021-05-09,30
audio,animals,love,2020-09-29,65
audio,animals,"super love",2020-06-25,75
audio,animals,cherish,2020-11-03,70
audio,animals,hate,2021-03-04,5
photo,fitness,adore,2021-04-27,72
photo,fitness,want,2021-06-02,70
photo,fitness,hate,2021-01-24,5
photo,fitness,heart,2021-02-15,60
photo,fitness,scared,2020-09-10,15
photo,fitness,cherish,2020-06-23,70
photo,fitness,indifferent,2020-07-26,20
photo,fitness,cherish,2020-07-01,70
photo,fitness,like,2021-03-31,50
photo,fitness,like,2020-11-19,50
photo,fitness,peeking,2021-01-16,35
photo,fitness,love,2020-10-25,65
photo,fitness,heart,2020-12-04,60
photo,fitness,intrigued,2020-07-06,45
photo,fitness,scared,2020-08-03,15
photo,fitness,heart,2021-04-28,60
photo,fitness,"super love",2021-01-09,75
photo,fitness,dislike,2021-03-22,10
photo,fitness,adore,2020-08-26,72
photo,fitness,adore,2021-05-27,72
photo,fitness,hate,2020-12-04,5
photo,fitness,scared,2021-03-23,15
photo,fitness,"super love",2021-02-04,75
photo,fitness,like,2020-11-08,50
photo,fitness,indifferent,2020-08-25,20
photo,fitness,peeking,2021-06-01,35
photo,fitness,intrigued,2021-02-22,45
photo,fitness,worried,2020-09-15,12
photo,fitness,like,2020-10-11,50
photo,fitness,scared,2020-10-10,15
photo,fitness,like,2021-06-10,50
photo,fitness,worried,2021-05-28,12
photo,fitness,intrigued,2020-11-08,45
photo,fitness,hate,2021-04-17,5
photo,fitness,intrigued,2020-08-09,45
photo,fitness,heart,2020-08-07,60
photo,fitness,want,2020-12-23,70
photo,fitness,want,2020-06-23,70
photo,fitness,worried,2021-02-18,12
photo,veganism,like,2021-03-14,50
photo,veganism,interested,2020-11-05,30
photo,veganism,cherish,2020-06-30,70
photo,veganism,adore,2021-03-25,72
photo,veganism,scared,2021-05-29,15
photo,veganism,cherish,2020-09-08,70
photo,veganism,scared,2020-11-12,15
photo,veganism,"super love",2020-09-01,75
photo,veganism,intrigued,2021-03-17,45
photo,veganism,peeking,2021-04-04,35
video,dogs,hate,2020-07-09,5
video,dogs,peeking,2020-09-19,35
video,dogs,scared,2020-10-29,15
video,dogs,love,2021-05-15,65
video,dogs,"super love",2020-12-11,75
video,dogs,dislike,2021-01-28,10
video,dogs,heart,2021-05-26,60
video,dogs,want,2021-03-07,70
video,dogs,love,2021-05-10,65
video,dogs,heart,2021-01-01,60
video,dogs,adore,2020-07-18,72
video,dogs,want,2020-07-09,70
video,dogs,indifferent,2020-06-18,20
video,dogs,heart,2021-02-06,60
video,dogs,scared,2020-12-28,15
video,dogs,intrigued,2020-11-18,45
video,dogs,peeking,2021-02-14,35
video,dogs,scared,2021-06-08,15
video,dogs,love,2020-11-23,65
video,dogs,interested,2020-09-28,30
video,dogs,love,2020-10-25,65
video,dogs,love,2021-02-17,65
video,dogs,interested,2021-02-10,30
video,dogs,adore,2021-02-19,72
video,dogs,dislike,2021-02-23,10
video,dogs,peeking,2021-05-20,35
video,dogs,like,2021-05-26,50
video,dogs,want,2020-11-21,70
video,dogs,intrigued,2020-09-01,45
video,dogs,interested,2020-08-14,30
video,dogs,like,2020-09-24,50
video,dogs,dislike,2020-09-22,10
video,dogs,want,2021-05-11,70
video,dogs,cherish,2020-09-21,70
video,dogs,intrigued,2021-01-07,45
video,dogs,worried,2020-10-22,12
video,dogs,scared,2020-07-30,15
video,dogs,hate,2020-11-06,5
GIF,"healthy eating",want,2020-07-10,70
GIF,"healthy eating",adore,2021-04-12,72
GIF,"healthy eating",hate,2020-11-27,5
GIF,"healthy eating",indifferent,2021-04-09,20
GIF,"healthy eating",adore,2021-04-27,72
GIF,"healthy eating",indifferent,2021-05-06,20
GIF,"healthy eating",adore,2021-01-19,72
GIF,"healthy eating",indifferent,2020-11-17,20
GIF,"healthy eating",want,2020-07-07,70
GIF,"healthy eating",scared,2020-08-13,15
GIF,"healthy eating","super love",2021-01-16,75
GIF,"healthy eating",peeking,2021-05-16,35
GIF,"healthy eating",scared,2021-05-13,15
GIF,"healthy eating",love,2020-09-01,65
GIF,"healthy eating",scared,2020-12-05,15
GIF,"healthy eating",hate,2020-10-31,5
GIF,"healthy eating",worried,2020-08-12,12
GIF,"healthy eating",dislike,2020-10-09,10
GIF,"healthy eating",want,2021-05-12,70
GIF,"healthy eating",scared,2020-12-04,15
GIF,"healthy eating",adore,2020-08-10,72
GIF,"healthy eating",love,2020-08-07,65
GIF,"healthy eating",indifferent,2020-08-13,20
GIF,"healthy eating",cherish,2021-04-12,70
GIF,"healthy eating",peeking,2021-04-19,35
GIF,"healthy eating",like,2020-12-04,50
GIF,"healthy eating",want,2021-05-21,70
GIF,studying,scared,2021-02-19,15
GIF,studying,intrigued,2020-08-16,45
GIF,studying,indifferent,2021-02-17,20
GIF,studying,interested,2020-07-05,30
GIF,studying,heart,2021-03-17,60
GIF,studying,like,2021-01-04,50
GIF,studying,cherish,2020-11-21,70
GIF,studying,want,2020-07-21,70
GIF,studying,peeking,2020-07-21,35
GIF,studying,intrigued,2021-02-10,45
GIF,studying,adore,2020-10-27,72
GIF,studying,heart,2020-09-30,60
GIF,studying,indifferent,2020-12-08,20
GIF,studying,heart,2020-09-06,60
GIF,studying,interested,2020-11-13,30
GIF,studying,intrigued,2021-03-12,45
GIF,studying,scared,2021-03-01,15
GIF,studying,heart,2020-06-24,60
GIF,studying,want,2021-02-06,70
GIF,studying,indifferent,2020-09-19,20
GIF,studying,cherish,2021-04-10,70
GIF,studying,heart,2020-07-25,60
GIF,studying,like,2020-09-28,50
GIF,studying,intrigued,2020-07-21,45
GIF,studying,want,2020-12-14,70
GIF,studying,hate,2020-12-30,5
GIF,studying,worried,2020-09-05,12
GIF,studying,cherish,2021-01-25,70
GIF,studying,indifferent,2020-12-27,20
GIF,studying,interested,2020-12-07,30
GIF,studying,interested,2020-12-08,30
GIF,studying,"super love",2020-07-12,75
GIF,studying,scared,2020-08-02,15
GIF,studying,worried,2021-03-05,12
GIF,studying,interested,2020-12-15,30
GIF,studying,intrigued,2020-11-28,45
GIF,studying,"super love",2021-01-01,75
GIF,studying,intrigued,2020-08-31,45
video,culture,intrigued,2021-05-21,45
video,culture,adore,2021-05-06,72
video,culture,interested,2020-08-14,30
video,culture,intrigued,2020-10-11,45
video,culture,cherish,2020-10-26,70
video,culture,scared,2020-07-12,15
video,culture,cherish,2020-11-13,70
video,culture,worried,2020-09-08,12
video,culture,interested,2021-01-03,30
video,culture,interested,2021-05-01,30
video,culture,scared,2020-06-30,15
video,culture,worried,2020-10-03,12
video,culture,peeking,2020-09-30,35
video,culture,adore,2021-04-09,72
video,culture,adore,2021-03-12,72
video,culture,cherish,2021-03-04,70
video,tennis,like,2020-12-19,50
video,tennis,indifferent,2020-07-21,20
video,tennis,heart,2020-12-22,60
video,tennis,"super love",2020-12-24,75
video,tennis,dislike,2020-09-20,10
GIF,tennis,interested,2020-11-05,30
GIF,tennis,heart,2021-05-27,60
GIF,tennis,interested,2021-01-22,30
GIF,tennis,hate,2021-03-08,5
GIF,tennis,scared,2021-04-22,15
GIF,tennis,dislike,2020-10-23,10
GIF,tennis,hate,2020-08-22,5
GIF,tennis,heart,2020-10-27,60
GIF,tennis,"super love",2021-03-21,75
GIF,tennis,cherish,2020-10-18,70
GIF,tennis,adore,2020-12-01,72
GIF,tennis,love,2021-05-31,65
GIF,tennis,scared,2021-06-01,15
GIF,tennis,hate,2020-12-21,5
GIF,tennis,scared,2021-01-21,15
GIF,tennis,hate,2021-04-20,5
GIF,tennis,love,2020-09-15,65
GIF,tennis,peeking,2021-03-05,35
GIF,tennis,hate,2020-12-01,5
GIF,tennis,cherish,2020-12-11,70
GIF,tennis,hate,2021-04-12,5
GIF,tennis,scared,2020-12-14,15
GIF,tennis,cherish,2020-06-26,70
GIF,tennis,peeking,2021-04-12,35
GIF,tennis,intrigued,2020-10-12,45
GIF,tennis,scared,2020-07-10,15
GIF,tennis,cherish,2020-09-13,70
GIF,tennis,dislike,2021-05-14,10
GIF,tennis,dislike,2021-03-17,10
GIF,tennis,heart,2020-06-29,60
GIF,tennis,interested,2021-04-25,30
GIF,tennis,worried,2020-08-30,12
GIF,tennis,hate,2020-08-13,5
GIF,tennis,scared,2021-05-20,15
GIF,tennis,like,2020-07-07,50
GIF,tennis,"super love",2020-12-11,75
GIF,tennis,dislike,2021-05-16,10
GIF,tennis,indifferent,2020-08-24,20
GIF,tennis,indifferent,2021-06-06,20
GIF,travel,love,2021-04-02,65
GIF,travel,worried,2020-07-11,12
GIF,travel,intrigued,2020-07-24,45
GIF,travel,peeking,2020-12-11,35
GIF,travel,hate,2021-05-03,5
GIF,travel,indifferent,2020-09-25,20
GIF,travel,hate,2021-06-10,5
GIF,travel,love,2020-10-28,65
GIF,travel,peeking,2020-11-17,35
GIF,travel,heart,2021-05-18,60
GIF,travel,dislike,2020-12-03,10
GIF,travel,dislike,2021-04-08,10
GIF,travel,want,2021-04-09,70
GIF,travel,peeking,2021-01-10,35
GIF,travel,cherish,2020-07-12,70
GIF,travel,like,2020-10-28,50
GIF,travel,scared,2020-07-22,15
GIF,travel,peeking,2020-09-13,35
GIF,travel,peeking,2020-09-08,35
GIF,travel,cherish,2021-02-01,70
GIF,travel,scared,2021-03-28,15
GIF,travel,heart,2020-08-07,60
GIF,travel,scared,2020-07-10,15
GIF,travel,dislike,2021-04-20,10
GIF,travel,love,2020-10-06,65
GIF,travel,interested,2020-12-11,30
GIF,travel,peeking,2020-12-04,35
GIF,travel,want,2020-09-10,70
GIF,travel,adore,2020-10-13,72
GIF,travel,peeking,2020-08-03,35
GIF,travel,like,2021-01-09,50
GIF,travel,heart,2020-07-12,60
GIF,travel,hate,2021-04-02,5
GIF,travel,scared,2021-03-29,15
GIF,travel,interested,2021-03-28,30
GIF,travel,want,2020-10-25,70
video,science,heart,2020-08-23,60
video,science,worried,2020-07-27,12
video,science,scared,2021-05-01,15
video,science,"super love",2020-09-03,75
video,science,indifferent,2021-05-28,20
video,science,indifferent,2021-05-19,20
video,science,love,2020-11-18,65
video,science,hate,2021-01-11,5
video,science,interested,2020-09-05,30
video,science,hate,2020-12-14,5
video,science,interested,2021-04-30,30
video,science,cherish,2020-12-20,70
video,science,adore,2020-10-09,72
video,science,dislike,2020-08-02,10
video,science,worried,2021-03-02,12
video,science,intrigued,2020-08-02,45
video,science,love,2021-03-19,65
video,science,love,2021-02-19,65
video,science,scared,2021-04-17,15
video,science,like,2020-07-20,50
video,science,interested,2020-11-23,30
video,science,"super love",2020-10-26,75
video,science,want,2021-03-11,70
